As of Date	Cusip	ISIN number	Description	Ticker	Country	Region	Currency	Coupon	Maturity Date	Face Value Local	Face Value USD	Market Value Local	Market Value USD	Weight	Rating	Effective Yield	Mod Duration
7/1/2021	456LRNXX	IDP000002503	Indonesia (Repu	EMAD	ID	Emerging Markets	IDR	8	7/15/2047	17543000	1209.9	11687.7	0.8	0.05378	BBB2	7.39	10.95
7/1/2021	4IFU3QXX	IDG000014101	Indonesia (Repu	EMAD	ID	Emerging Markets	IDR	7.5	4/15/2040	113615104	7835.5	71028	4.9	0.32685	BBB2	7.27	9.95
7/1/2021	54Y8PPXX	IDG000014309	Indonesia (Repu	EMAD	ID	Emerging Markets	IDR	7.25	2/15/2026	37877372	2612.2	24970.2	1.7	0.1149	BBB2	5.55	3.83
7/1/2021	54Y912XX	IDG000014408	Indonesia (Repu	EMAD	ID	Emerging Markets	IDR	7.75	4/15/2031	21177940	1460.5	13987.8	1	0.06437	BBB2	6.61	6.83
7/1/2021	553HNGXX	IDP000003907	Indonesia (Repu	EMAD	ID	Emerging Markets	IDR	6.5	5/15/2023	13468896	928.9	8455.8	0.6	0.03891	BBB2	4.52	1.74
7/1/2021	4UX9Y1XX	IDJ000015201	Indonesia (Repu	EMAD	ID	Emerging Markets	IDR	6.3	3/10/2023	12142572	837.4	7549.6	0.5	0.03474	BBB2	4.49	1.6
7/1/2021	XINN2104	INNXINN21040	INR NDF 3 MONTH	EMAD	IN	Emerging Markets	USD	0	7/31/2021	-999	-999	72.1	72.1	4.8088	BBB3	4.44	0.08
7/1/2021	XINN2105	INNXINN21050	INR NDF 3 MONTH	EMAD	IN	Emerging Markets	USD	0	8/31/2021	-999	-999	72.1	72.1	4.80921	BBB3	4.39	0.17
7/1/2021	XINN2106	INNXINN21060	INR NDF 3 MONTH	EMAD	IN	Emerging Markets	USD	0	9/30/2021	-999	-999	72.1	72.1	4.80881	BBB3	4.5	0.25
7/1/2021	4F7036XX	MX0MGO000128	Mexico (United	EMAD	MX	Emerging Markets	MXN	6.75	3/9/2023	214735	10785	230.8	11.6	0.77335	BBB2	5.76	1.55
7/1/2021	3TDSTCXX	MX0MGO000151	Mexico (United	EMAD	MX	Emerging Markets	MXN	8	9/5/2024	257822.6	12949.1	287.7	14.5	0.9643	BBB2	6.25	2.73
7/1/2021	0524YAXX	MX0MGO0000J5	Mexico (United	EMAD	MX	Emerging Markets	MXN	8.5	11/18/2038	209807	10537.5	239.5	12	0.80271	BBB2	7.58	9.3
7/1/2021	04ZSJOXX	MX0MGO0000D8	Mexico (United	EMAD	MX	Emerging Markets	MXN	7.5	6/3/2027	301906.1	15163.2	326.7	16.4	1.09491	BBB2	6.75	4.73
7/1/2021	05I54AXX	MX0MGO0000H9	Mexico (United	EMAD	MX	Emerging Markets	MXN	8.5	5/31/2029	288996.7	14514.8	329.6	16.6	1.10468	BBB2	6.99	5.79
7/1/2021	05JKUJXX	MX0MGO000078	Mexico (United	EMAD	MX	Emerging Markets	MXN	10	12/5/2024	259813.7	13049.1	301.8	15.2	1.01143	BBB2	6.32	2.91
7/1/2021	05BURFXX	MX0MGO0000B2	Mexico (United	EMAD	MX	Emerging Markets	MXN	10	11/20/2036	65111.1	3270.2	84.7	4.3	0.28387	BBB2	7.37	8.53
7/1/2021	05NF26XX	MX0MGO0000R8	Mexico (United	EMAD	MX	Emerging Markets	MXN	7.75	11/13/2042	192151.4	9650.8	204.7	10.3	0.68592	BBB2	7.61	10.38
7/1/2021	05NG0FXX	MX0MGO0000P2	Mexico (United	EMAD	MX	Emerging Markets	MXN	7.75	5/29/2031	235438.9	11824.9	257.6	12.9	0.86318	BBB2	7.1	6.89
7/1/2021	05T00WXX	MX0MGO000003	Mexico (United	EMAD	MX	Emerging Markets	MXN	8	12/7/2023	266713.2	13395.6	290.8	14.6	0.97444	BBB2	5.97	2.19
7/1/2021	21EBH9XX	MX0MGO000102	Mexico (United	EMAD	MX	Emerging Markets	MXN	8	11/7/2047	194210.5	9754.2	212	10.6	0.7103	BBB2	7.66	11.11
7/1/2021	0P7WGEXX	MX0MGO0000U2	Mexico (United	EMAD	MX	Emerging Markets	MXN	7.75	11/23/2034	82512.4	4144.2	90.1	4.5	0.3019	BBB2	7.26	8.32
7/1/2021	1B2IKLXX	MX0MGO0000Y4	Mexico (United	EMAD	MX	Emerging Markets	MXN	5.75	3/5/2026	347734.8	17464.9	355.7	17.9	1.19204	BBB2	6.57	3.96
7/1/2021	1BKWJ8XX	MYBGX1500062	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.79	10/31/2035	7000	1686.1	1.5	0.4	0.02488	A3	3.96	10.43
7/1/2021	1E31DJXX	MYBGL1600016	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.39	7/7/2023	10500	2529.2	2.2	0.5	0.03609	A3	2.2	1.89
7/1/2021	0ELMW3XX	MYBMZ1300078	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.94	9/30/2043	7728.5	1861.6	1.7	0.4	0.02766	A3	4.3	13.68
7/1/2021	14Q3XWXX	MYBMY1500043	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.25	5/31/2035	12108	2916.5	2.6	0.6	0.04101	A3	3.86	10.48
7/1/2021	122SRXXX	MYBMO1500010	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.96	9/15/2025	27172.2	6545.2	5.8	1.4	0.09381	A3	2.56	3.84
7/1/2021	12BWRZXX	MYBGT1500037	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.25	9/30/2030	7000	1686.1	1.5	0.4	0.02446	A3	3.38	7.6
7/1/2021	12SBYAXX	MYBML1500024	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.8	9/30/2022	11000	2649.6	2.3	0.6	0.03689	A3	1.8	1.21
7/1/2021	133VSOXX	MYBGO1500046	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.99	10/15/2025	10500	2529.2	2.2	0.5	0.03605	A3	2.63	3.91
7/1/2021	0ZPKGLXX	MYBGL1500018	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.19	7/15/2022	10000	2408.8	2.1	0.5	0.03372	A3	1.82	1
7/1/2021	0G8HLHXX	MYBMO1400013	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.18	7/15/2024	11020	2654.5	2.4	0.6	0.03828	A3	2.34	2.81
7/1/2021	0MNBCVXX	MYBZN1400017	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.73	2/21/2024	5500	1324.8	1.2	0.3	0.01924	A3	2.32	2.45
7/1/2021	0FALXZXX	MYBGO1300710	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.44	5/22/2024	12500	3011	2.7	0.6	0.04304	A3	2.36	2.71
7/1/2021	0FGCS4XX	MYBGS1300729	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.94	12/6/2028	5000	1204.4	1.1	0.3	0.01819	A3	3.16	6.26
7/1/2021	0EA1TBXX	MYBGX1300687	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.58	8/30/2033	12000	2890.5	2.7	0.6	0.04279	A3	3.71	9.28
7/1/2021	0761U4XX	MYBMS1300057	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.73	6/15/2028	19500	4697.1	4.1	1	0.06605	A3	3.03	6.11
7/1/2021	250VVHXX	MYBGZ1700048	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.9	5/8/2047	9000	2167.9	1.9	0.5	0.03128	A3	4.45	14.87
7/1/2021	25M708XX	MYBMO1700040	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.9	11/16/2027	14500	3492.7	3.1	0.7	0.04967	A3	2.97	5.62
7/1/2021	2HD09EXX	MYBGT1700066	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.72	6/15/2033	12500	3011	2.8	0.7	0.04462	A3	3.69	9.23
7/1/2021	2OEALCXX	MYBGL1800012	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.13	8/15/2025	12500	3011	2.7	0.7	0.04353	A3	2.6	3.74
7/1/2021	29XVIKXX	MYBGX1700050	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.76	8/4/2037	14500	3492.7	3.2	0.8	0.05132	A3	4.12	11.18
7/1/2021	1G03BZXX	MYBML1600014	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.8	8/17/2023	10000	2408.8	2.1	0.5	0.03396	A3	2.01	2.02
7/1/2021	1HNJSOXX	MYBMZ1600022	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.74	3/15/2046	10500	2529.2	2.3	0.5	0.03618	A3	4.38	14.57
7/1/2021	1IB7U3XX	MYBGO1600036	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.07	9/30/2026	10500	2529.2	2.3	0.5	0.03636	A3	2.79	4.69
7/1/2021	1LLXFRXX	MYBMO1600034	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.9	11/30/2026	9500	2288.3	2	0.5	0.03247	A3	2.81	4.87
7/1/2021	1YXVHUXX	MYBGO1700018	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.26	7/26/2027	11000	2649.6	2.4	0.6	0.03887	A3	2.97	5.27
7/1/2021	2350GDXX	MYBML1700020	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.06	9/30/2024	11000	2649.6	2.4	0.6	0.0379	A3	2.38	3.02
7/1/2021	23J8GYXX	MYBMX1700033	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.76	4/7/2037	12500	3011	2.7	0.7	0.04396	A3	4.12	11.1
7/1/2021	1ZVN96XX	MYBGL1700022	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.05	8/15/2024	12000	2890.5	2.6	0.6	0.0414	A3	2.4	2.9
7/1/2021	05T9LHXX	MYBMX1100044	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.23	6/30/2031	12750	3071.2	2.8	0.7	0.04431	A3	3.37	8.19
7/1/2021	0739FHXX	MYBGO1300330	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.49	10/31/2023	4000	963.5	0.8	0.2	0.01346	A3	2.25	2.22
7/1/2021	070P6SXX	MYBMN1300033	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.48	3/15/2023	19420	4677.8	4.1	1	0.0651	A3	1.94	1.64
7/1/2021	0717KMXX	MYBZN1300019	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.73	3/22/2023	1700	409.5	0.4	0.1	0.00566	A3	2.16	1.65
7/1/2021	072BNTXX	MYBMX1300040	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.84	4/15/2033	14000	3372.3	2.9	0.7	0.0464	A3	3.68	9.36
7/1/2021	06X6WLXX	MYBGT1300016	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.87	8/8/2028	3000	722.6	0.6	0.2	0.01025	A3	3.12	6.12
7/1/2021	05K4ELXX	MYBMS1200026	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.89	3/15/2027	5500	1324.8	1.2	0.3	0.01901	A3	2.86	5.06
7/1/2021	05OBH8XX	MYBMX0600028	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.71	9/15/2026	3110	749.1	0.7	0.2	0.01121	A3	2.77	4.59
7/1/2021	05OBL2XX	MYBMS1100036	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.39	4/15/2026	11274.3	2715.7	2.5	0.6	0.03958	A3	2.7	4.3
7/1/2021	05Q4DVXX	MYBMY0500036	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.84	7/15/2025	3000	722.6	0.7	0.2	0.0107	A3	2.55	3.61
7/1/2021	05JCOYXX	MYBZN1200011	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.69	7/12/2022	9000	2167.9	1.9	0.5	0.03016	A3	1.79	1
7/1/2021	05EA9BXX	MYBZO1200373	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.7	4/25/2023	1900	457.7	0.4	0.1	0.00632	A3	2.16	1.75
7/1/2021	05000GXX	MYBMO1200017	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.42	8/15/2022	10500	2529.2	2.2	0.5	0.03495	A3	1.8	1.09
7/1/2021	04SK55XX	MYBGS1200598	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.9	6/15/2027	5000	1204.4	1.1	0.3	0.0171	A3	2.95	5.3
7/1/2021	04SJGNXX	MYBGO1200373	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.7	11/15/2022	8500	2047.5	1.8	0.4	0.02831	A3	1.81	1.33
7/1/2021	04PINQXX	MYBMX1200042	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.13	4/15/2032	3584.5	863.4	0.8	0.2	0.01229	A3	3.52	8.65
7/1/2021	04RF6WXX	MYBMX0700034	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.5	5/31/2027	17000	4094.9	3.5	0.9	0.05694	A3	2.89	5.31
7/1/2021	04RFKKXX	MYBMX1000038	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.5	4/15/2030	12770	3076	2.8	0.7	0.04551	A3	3.28	7.25
7/1/2021	051643XX	MYBMX0800032	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	5.25	9/15/2028	3840	925	0.9	0.2	0.01429	A3	3.08	6
7/1/2021	3T72VGXX	MYBGY1900021	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.47	9/15/2039	20800	5010.2	4.3	1	0.06946	A3	4.32	12.28
7/1/2021	3URT5AXX	MYBGK1900038	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.73	3/31/2026	21500	5178.9	4.6	1.1	0.07344	A3	2.69	4.31
7/1/2021	3W93RIXX	MYBGJ1900048	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.66	10/15/2024	15000	3613.2	3.2	0.8	0.05097	A3	2.31	3.08
7/1/2021	2UT8ZXXX	MYBMI1800024	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.76	4/20/2023	8900	2143.8	1.9	0.4	0.0299	A3	1.95	1.73
7/1/2021	3N850RXX	MYBML1900018	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.91	7/15/2026	10500	2529.2	2.3	0.5	0.03642	A3	2.71	4.5
7/1/2021	3QECQ3XX	MYBMO1900020	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.89	8/15/2029	20500	4938	4.4	1.1	0.07072	A3	3.17	6.87
7/1/2021	40WKGOXX	MYBGT1900062	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.12	11/30/2034	20000	4817.5	4.1	1	0.06592	A3	3.98	10.23
7/1/2021	44E9CUXX	MYBMS1900047	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.83	7/5/2034	18500	4456.2	3.8	0.9	0.06082	A3	3.87	9.98
7/1/2021	3Z3MMDXX	MYBGZ1900051	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.64	11/15/2049	15500	3733.6	3.2	0.8	0.05171	A3	4.48	15.77
7/1/2021	42891RXX	MYBMI1900030	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.48	6/14/2024	12000	2890.5	2.5	0.6	0.04028	A3	2.28	2.8
7/1/2021	3MNMMHXX	MYBGO1900014	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.13	7/9/2029	12000	2890.5	2.6	0.6	0.04198	A3	3.28	6.71
7/1/2021	2RULM4XX	MYBMK1800012	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.88	3/14/2025	7000	1686.1	1.5	0.4	0.02401	A3	2.51	3.41
7/1/2021	2YFXNCXX	MYBGJ1800032	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.09	11/30/2023	11500	2770.1	2.4	0.6	0.03901	A3	2.27	2.3
7/1/2021	2VVX3VXX	MYBGO1800024	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.37	10/31/2028	12000	2890.5	2.6	0.6	0.04226	A3	3.15	6.26
7/1/2021	2WB7H0XX	MYBMT1800039	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.64	11/7/2033	9500	2288.3	2.1	0.5	0.03354	A3	3.77	9.43
7/1/2021	2ZHS0KXX	MYBMX1800049	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.89	6/8/2038	9500	2288.3	2.1	0.5	0.03339	A3	4.19	11.66
7/1/2021	3263Q0XX	MYBMZ1800051	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.92	7/6/2048	10940	2635.2	2.4	0.6	0.03863	A3	4.48	14.94
7/1/2021	4J9N46XX	MYBGH1900075	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.15	5/15/2023	13000	3131.4	2.7	0.6	0.04317	A3	1.99	1.81
7/1/2021	4JZISBXX	MYBMY1900052	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.76	5/22/2040	17200	4143.1	3.3	0.8	0.05251	A3	4.22	13.17
7/1/2021	536QSMXX	MYBGO2000020	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.47	10/15/2030	18500	4456.2	3.8	0.9	0.06084	A3	3.37	7.84
7/1/2021	51DAGZXX	MYBGL2000018	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.42	9/30/2027	16000	3854	3.3	0.8	0.05335	A3	3.03	5.56
7/1/2021	59F3ELXX	MYBMZ2000016	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.07	6/15/2050	13000	3131.4	2.5	0.6	0.04049	A3	4.31	16.63
7/1/2021	5Y27XFXX	MYBGT2100019	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	3.45	7/15/2036	9000	2167.9	1.7	0.4	0.02772	A3	4.01	11.31
7/1/2021	5P5XGUXX	MYBMO2000028	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	2.63	4/15/2031	14000	3372.3	2.7	0.6	0.04306	A3	3.3	8.47
7/1/2021	667WADXX	MYBGY2100027	Malaysia (Gover	EMAD	MY	Emerging Markets	MYR	4.42	9/30/2041	4000	963.5	0.8	0.2	0.01327	A3	4.35	13.18
7/1/2021	674FQRXX	PHY6972HJG21	Philippines (Re	EMAD	PH	Emerging Markets	PHP	3.38	4/8/2026	80000	1638.8	25.2	0.5	0.03441	BBB2	2.93	4.35
7/1/2021	67KZQ8XX	PHY6972HJJ69	Philippines (Re	EMAD	PH	Emerging Markets	PHP	3.63	4/22/2028	147000	3011.4	45.4	0.9	0.06204	BBB2	3.6	5.95
7/1/2021	6115SIXX	PHY6972HJA50	Philippines (Re	EMAD	PH	Emerging Markets	PHP	2.38	3/9/2024	463321.7	9491.4	142.8	2.9	0.19526	BBB2	2.4	2.57
7/1/2021	5H9R6EXX	PHY6972HGY63	Philippines (Re	EMAD	PH	Emerging Markets	PHP	2.38	9/10/2023	148883	3049.9	46.3	0.9	0.06325	BBB2	2.03	2.11
7/1/2021	5BOE8MXX	PHY6972HGL43	Philippines (Re	EMAD	PH	Emerging Markets	PHP	2.88	7/9/2030	165000	3380.1	48	1	0.0656	BBB2	3.72	7.71
7/1/2021	5DBXAIXX	PHY6972HGP56	Philippines (Re	EMAD	PH	Emerging Markets	PHP	2.63	8/12/2025	516340.8	10577.5	159.5	3.3	0.21799	BBB2	2.67	3.84
7/1/2021	4RSYJSXX	PHY6972HFA96	Philippines (Re	EMAD	PH	Emerging Markets	PHP	4.38	2/11/2023	310828	6367.5	99.6	2	0.13617	BBB2	1.83	1.55
7/1/2021	4GGL8PXX	PHY6972HEM44	Philippines (Re	EMAD	PH	Emerging Markets	PHP	4.25	10/17/2024	120000	2458.3	39.1	0.8	0.05344	BBB2	2.49	3.05
7/1/2021	2T0H7PXX	PHY6972HAJ50	Philippines (Re	EMAD	PH	Emerging Markets	PHP	6.25	3/22/2028	75206	1540.6	27.3	0.6	0.03732	BBB2	3.42	5.52
7/1/2021	2UF74SXX	PHY6972HAL07	Philippines (Re	EMAD	PH	Emerging Markets	PHP	5.75	4/12/2025	73663	1509	25.3	0.5	0.03452	BBB2	2.75	3.39
7/1/2021	2RJYV3XX	PHY6972HAF39	Philippines (Re	EMAD	PH	Emerging Markets	PHP	5.5	3/8/2023	76779	1572.9	25.3	0.5	0.03464	BBB2	1.86	1.6
7/1/2021	2Q2G8AXX	PHY6972HAE63	Philippines (Re	EMAD	PH	Emerging Markets	PHP	6.5	2/22/2038	17233	353	6.4	0.1	0.00872	BBB2	4.87	10.49
7/1/2021	3MXR33XX	PHY6972HCX27	Philippines (Re	EMAD	PH	Emerging Markets	PHP	6.88	1/10/2029	185000	3789.8	70.2	1.4	0.09594	BBB2	3.71	5.89
7/1/2021	44KF8TXX	PHY6972HEC61	Philippines (Re	EMAD	PH	Emerging Markets	PHP	4.75	7/4/2022	103627	2122.9	33.5	0.7	0.04573	BBB2	1.66	0.97
7/1/2021	3QEZBYXX	PHY6972HDE37	Philippines (Re	EMAD	PH	Emerging Markets	PHP	6.25	2/14/2026	147602	3023.7	52.9	1.1	0.07227	BBB2	2.86	3.99
7/1/2021	3RYGWFXX	PHY6972HDG84	Philippines (Re	EMAD	PH	Emerging Markets	PHP	6.25	3/12/2024	113772	2330.7	39.1	0.8	0.05342	BBB2	2.31	2.46
7/1/2021	3NRUA4XX	PHY6972HCZ74	Philippines (Re	EMAD	PH	Emerging Markets	PHP	6.75	1/24/2039	83775	1716.2	32.5	0.7	0.04442	BBB2	4.75	10.77
7/1/2021	04V3GKXX	PHY6972FRR38	Philippines (Re	EMAD	PH	Emerging Markets	PHP	4.88	8/2/2022	22553.9	462	7.3	0.1	0.00996	BBB2	1.68	1.04
7/1/2021	05380TXX	PHY6972FNA49	Philippines (Re	EMAD	PH	Emerging Markets	PHP	8.13	12/16/2035	163216.5	3343.6	68.5	1.4	0.09363	BBB2	4.62	9.39
7/1/2021	055FG5XX	PHY6972FCN88	Philippines (Re	EMAD	PH	Emerging Markets	PHP	8	12/7/2026	12072.2	247.3	4.6	0.1	0.00631	BBB2	3.13	4.53
7/1/2021	058JXGXX	PHY6972FRS11	Philippines (Re	EMAD	PH	Emerging Markets	PHP	4.75	9/13/2022	22944.6	470	7.4	0.2	0.0101	BBB2	1.67	1.16
7/1/2021	04RFPUXX	PHY6972FRU66	Philippines (Re	EMAD	PH	Emerging Markets	PHP	5.75	8/16/2037	38159.6	781.7	13.2	0.3	0.018	BBB2	4.81	10.55
7/1/2021	04UX1UXX	PHY6972FML13	Philippines (Re	EMAD	PH	Emerging Markets	PHP	8	9/30/2035	62220.4	1274.6	26.2	0.5	0.03578	BBB2	4.59	9.22
7/1/2021	05I4LNXX	PHY6972FSE16	Philippines (Re	EMAD	PH	Emerging Markets	PHP	5.88	3/1/2032	132682	2718.1	46.7	1	0.06383	BBB2	4.21	8.08
